"","COD","RUA","REFERENCIA","ABRIGO","LATITUDE","LONGITUDE","ROTA"
"3034","001","CAMPOS SALES","70","",-7.22107898443937,-35.8742099627852,"003"
"1013","002","CAMPOS SALES","274","",-7.22269300371408,-35.8732410147786,"003"
"1111","101","FLORIANO PEIXOTO","1520","",-7.21587600186467,-35.8760440070182,"003"
"101","102","FLORIANO PEIXOTO","1834","",-7.21451997756958,-35.8731029648334,"003"
"102","103","FLORIANO PEIXOTO","1726 - OPOSTO","",-7.2148020286113,-35.874166963622,"003"
"103","104","FLORIANO PEIXOTO"," 1461","",-7.21587298437953,-35.8763930294663,"003"
"8227","140"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"003"
"149","150","MININISTRO JOSE AMERICO DE ALMEIDA","141","",-7.21970896236598,-35.8732100017369,"003"
"3184","152","FLORIANO PEIXOTO ","JR CABELEREIRO","SIM",-7.22055000253022,-35.8864249940962,"003"
"7284","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"003"
"1222","212","JILO GUEDES ","BORBAO","SIM",-7.21887102350593,-35.8757740259171,"003"
"330","331","SANTO ANTONIO"," 259 - OPOSTO","",-7.21622603014112,-35.8647870272398,"003"
"1346","336","SANTO ANTONIO","945 - VIZINHO","SIM",-7.21710302866995,-35.8673920389265,"003"
"5475","421","TAVARES CAVALCANTE","454 - OPOSTO","",-7.21751902252436,-35.8779509738088,"003"
"5476","422","TAVARES CAVALCANTE","599 - OPOSTO","",-7.21780803054571,-35.8767350111157,"003"
"422","423","JOANA D'ARC","882","",-7.22202798351645,-35.868994994089,"003"
"436","437","CAMPO SALES","ABRIGO JOSE PINHEIRO","",-7.22177099436522,-35.873553995043,"003"
"437","438","MAXIMINIANO MACHADO","298","",-7.22114101052284,-35.8725110348314,"003"
"8660","573"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"003"
"8661","574"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"003"
"2033","012","FLORIANO PEIXOTO","OI - TELEMAR","",-7.22037901170551,-35.8855550363659,"004"
"5102","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"004"
"93","094","FLORIANO PEIXOTO ","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"004"
"107","108","FLORIANO PEIXOTO"," 289E","",-7.22042603418231,-35.8860130235553,"004"
"1217","207","MANOEL GONCALVES DE GUMARAES ","FIEP","SIM",-7.22221397794783,-35.8756030350924,"004"
"1218","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"004"
"2235","214","SEVERINO CRUZ ","COLEGIO FÊNIX","SIM",-7.22313003614545,-35.8781760279089,"004"
"2236","215","SEVERINO CRUZ ","HOSPITAL GARDEN","",-7.22541402094066,-35.8827340230346,"004"
"234","235","VIGARIO CALIXTO ","TUBOS NOGUEIRA - OPOSTO","",-7.23869003355503,-35.8793700300157,"004"
"235","236","VIGARIO CALIXTO","1530","",-7.24089296534657,-35.8792469836771,"004"
"236","237","VIGARIO CALIXTO ","MATERIAL DE CONSTRUCAO","",-7.2433799598366,-35.8791299723089,"004"
"237","238","VIGARIO CALIXTO","1964","",-7.2452349588275,-35.8790920022875,"004"
"238","239","VIGARIO CALIXTO","2158","",-7.24730503745377,-35.8792019728571,"004"
"239","240","VIGARIO CALIXTO"," 2394","",-7.249227007851,-35.8790530264378,"004"
"240","241","VIGARIO CALIXTO ","PROJETOS VISUAIS","",-7.2510489821434,-35.8788859751076,"004"
"241","242","VIGARIO CALIXTO","3800","SIM",-7.25401097908616,-35.8789149764925,"004"
"2264","243","VIGARIO CALIXTO","3800 - OPOSTO","SIM",-7.25413796491921,-35.8787820395082,"004"
"243","244","SATURNINO DE BRITO FILHO"," 825 - OPOSTO","",-7.2512720245868,-35.878274012357,"004"
"244","245","SATURNINO DE BRITO FILHO"," 1091 - OPOSTO","",-7.25084798410535,-35.87601701729,"004"
"245","246","SATURNINO DE BRITO FILHO","1444","",-7.25023199804127,-35.8727250248194,"004"
"1258","248","ELPÍDIO DE ALMEIDA ","QUINTA DA COLINA","SIM",-7.24420297890902,-35.8740180172026,"004"
"248","249","ELPÍDIO DE ALMEIDA ","LOJAO PARA","",-7.24115498363972,-35.8748510107398,"004"
"249","250","ELPÍDIO DE ALMEIDA ","POLIVALENTE","SIM",-7.23815702833235,-35.8756440225989,"004"
"250","251","ELPÍDIO DE ALMEIDA","1152 - OPOSTO","SIM",-7.23571898415685,-35.8763350266963,"004"
"1263","253","ELPÍDIO DE ALMEIDA ","PARQUE DA CRIANCA","",-7.22664699889719,-35.8771069999784,"004"
"2278","257","ELPÍDIO DE ALMEIDA"," 1100","",-7.2353329975158,-35.876535018906,"004"
"1268","258","ELPÍDIO DE ALMEIDA ","POLIVALENTE - OPOSTO","",-7.23815702833235,-35.8757170289755,"004"
"1269","259","ELPÍDIO DE ALMEIDA","1660","",-7.24033498205245,-35.8751810062677,"004"
"1270","260","ELPÍDIO DE ALMEIDA ","QUINTA DA COLINA - OPOSTO","SIM",-7.24359001033008,-35.8743119705468,"004"
"262","263","SATURNINO DE BRITO FILHO","1405","",-7.2501009888947,-35.8727569598705,"004"
"263","264","SATURNINO DE BRITO FILHO","850 - OPOSTO","",-7.25110203959048,-35.8777949865907,"004"
"264","265","VIGARIO CALIXTO","2077","SIM",-7.2509059868753,-35.8787689637393,"004"
"265","266","VIGARIO CALIXTO"," 2471","SIM",-7.24923999980092,-35.8789970353246,"004"
"266","267","VIGARIO CALIXTO ","COMPLEXO ALVORADA - OPOSTO","",-7.24775397218764,-35.8790810219944,"004"
"267","268","VIGARIO CALIXTO"," 1966 - OPOSTO","SIM",-7.24440900608897,-35.8789459895343,"004"
"268","269","VIGARIO CALIXTO","1445A","",-7.24052600562572,-35.8791709598154,"004"
"2293","272","VIGARIO CALIXTO ","LUIZA MOTTA","SIM",-7.23424402065575,-35.8794479817152,"004"
"2294","273","VIGARIO CALIXTO"," 607","",-7.23279504105449,-35.8798499777913,"004"
"2295","274","VIGARIO CALIXTO"," MACÊDO RACOES","SIM",-7.2316319681704,-35.8802910335362,"004"
"275","276","PAULO DE FRONTEIN"," ANTIGA CARANGUEJO","SIM",-7.22765902988613,-35.8842109981924,"004"
"276","277","MIGUEL COUTO ","CAVESA","",-7.22544302232563,-35.8844099845737,"004"
"277","278","MIGUEL COUTO ","UNESC","",-7.22327202558517,-35.8838479779661,"004"
"304","305","CONSUL JOSEPH NOUJUAIN HABIB NACAD ","GRANVIDROS - OPOSTO","",-7.24142597056925,-35.8838219940662,"004"
"305","306","CONSUL JOSEPH NOUJUAIN HABIB NACAD"," MARABA","",-7.23998897708952,-35.8836459740996,"004"
"306","307","CONSUL JOSEPH NOUJUAIN HABIB NACAD ","MPF","SIM",-7.23781697452068,-35.883771032095,"004"
"307","308","CONSUL JOSEPH NOUJUAIN HABIB NACAD ","PANIFICADORA","SIM",-7.23590497858822,-35.8838950004429,"004"
"308","309","CONSUL JOSEPH NOUJUAIN HABIB NACAD"," CONDOMÍNIO","",-7.23588000051677,-35.8841740339994,"004"
"309","310","CONSUL JOSEPH NOUJUAIN HABIB NACAD ","POSTO - OPOSTO","",-7.23806901834905,-35.8840529993176,"004"
"310","311","CONSUL JOSEPH NOUJUAIN HABIB NACAD ","GRANVIDROS","",-7.24129797890782,-35.8840929809958,"004"
"323","324","JOAO QUIRINO ","78","",-7.23531195893884,-35.8827910199761,"004"
"324","325","JOAO QUIRINO"," 528","",-7.23516301251948,-35.8802669774741,"004"
"325","326","JOAO QUIRINO","706","",-7.23510702140629,-35.8788080234081,"004"
"326","327","JOAO QUIRINO ","CENTRAL DE POLÍCIA","",-7.23382500931621,-35.8740180172026,"004"
"343","344","JOAO QUIRINO ","CENTRAL DE POLÍCIA - OPOSTO","SIM",-7.23354899324477,-35.8738160133362,"004"
"344","345","JOAO QUIRINO","1060 - OPOSTO","",-7.23473100923002,-35.8757259976119,"004"
"345","346","JOAO QUIRINO"," 690 - OPOSTO","",-7.23498498089612,-35.8789200056344,"004"
"346","347","JOAO QUIRINO","260","",-7.23510601557791,-35.8808149863034,"004"
"347","348","JOAO QUIRINO ","ESCRITORIO DE ADVOCACIA","",-7.23519603721797,-35.8826989866793,"004"
"352","353","VIDAL DE NEGREIROS"," 51","",-7.22075602971017,-35.8829950354993,"004"
"2566","545","VIGARIO CALIXTO"," 3800 - OPOSTO","SIM",-7.25413796491921,-35.8787820395082,"004"
"566","567","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"004"
"567","568","FLORIANO PEIXOTO","PREFEITURA","SIM",-7.21917696297169,-35.8830159902573,"004"
"580","581","VIGARIO CALIXTO","3800","SIM",-7.25401097908616,-35.8789149764925,"004"
"720","723","LUIZ SODRE FILHO","435","",-7.24432099610567,-35.8779399935156,"004"
"721","724","LUIZ SODRE FILHO","01 - OPOSTO","SIM",-7.24455401301384,-35.8757049590349,"004"
"722","725","LUIZ SODRE FILHO","18 - OPOSTO","",-7.24459600634873,-35.8747909963131,"004"
"1734","726","CONSUL JOSEPH NOUJUAIN HABIB NACAD","CEDUC - OPOSTO","",-7.22944999113679,-35.8799359761178,"004"
"724","727","ANTONIO GUEDES DE ANDRADE","103 - VIZINHO","",-7.22781803458929,-35.8802340365946,"004"
"725","728","PAULO DE FRONTEIN","SESC - OPOSTO","SIM",-7.22779196687043,-35.8823190350085,"004"
"1737","729","VILA NOVA DA RAINHA","COLEGIO 11 DE OUTUBRO","",-7.22036199644208,-35.8793359994888,"004"
"1738","730","VILA NOVA DA RAINHA","141","",-7.22183695994318,-35.8782089687884,"004"
"730","733","OTACILIO NEPOMUCENO","OC CONTABILIDADE - OPOSTO","",-7.22991300746799,-35.8763480186462,"004"
"731","734","OTACILIO NEPOMUCENO","AUTOMOTIVA - OPOSTO","SIM",-7.23116400651634,-35.8753209840506,"004"
"732","735","OTACILIO NEPOMUCENO","490","",-7.23248398862779,-35.8742439933121,"004"
"733","736","DOUTOR JOAO PEQUENO","32","",-7.23387303762138,-35.8767370227724,"004"
"734","737","LUIZ SODRE FILHO","12","",-7.24452802911401,-35.874537024647,"004"
"735","738","LUIZ SODRE FILHO","276","",-7.24433700554073,-35.8769019786268,"004"
"736","739","VALDEMIRA EMILIA PINTO","57","",-7.24215100519359,-35.8796850219369,"004"
"737","740","VALDEMIRA EMILIA PINTO","20","",-7.2421280387789,-35.8795649930835,"004"
"738","741","VALDEMIRA EMILIA PINTO","200 - VIZINHO","",-7.24222996272147,-35.8818749617785,"004"
"739","742","VALDEMIRA EMILIA PINTO","201 - VIZINHO","",-7.24224798381329,-35.8817769773304,"004"
"740","743","APRIGIO FERREIRA LEITE","265 - OPOSTO","",-7.24395596422255,-35.8821349684149,"004"
"741","744","APRIGIO FERREIRA LEITE","392","",-7.24523202516139,-35.8821320347488,"004"
"742","745","ALDERICO PESSOA DE OLIVEIRA","MERCADO NOVA OLINDA","",-7.246636999771,-35.8842539973557,"004"
"743","746","ALDERICO PESSOA DE OLIVEIRA","795 - OPOSTO","",-7.24933496676385,-35.8840239979327,"004"
"744","747","MANOEL ALVES DE OLIVEIRA","230 - OPOSTO","",-7.2504429705441,-35.8841310348362,"004"
"745","748","MANOEL PAULINO","155 - OPOSTO","",-7.25235496647656,-35.8853520266712,"004"
"746","749","VINTE E QUATRO DE MAIO","1673 - OPOSTO","",-7.25297195836902,-35.8857759833336,"004"
"748","751","VINTE E QUATRO DE MAIO","SO TURBINAS - OPOSTO","",-7.25581099279225,-35.8856970258057,"004"
"749","752","SEVERINO GONCALVES DE MENEZES","118","",-7.25584401749074,-35.8848610147834,"004"
"750","753","JOAO WALLIG","AMERICAN FLEX","",-7.25711597129703,-35.8839960023761,"004"
"751","754","JOAO WALLIG","TESS","",-7.25660400465131,-35.8795410208404,"004"
"753","756","VINTE E QUATRO DE MAIO","1879","",-7.25438598543406,-35.8856980316341,"004"
"754","757","MANOEL PAULINO","275","",-7.25192598067224,-35.8853579778224,"004"
"755","758","MANOEL ALVES DE OLIVEIRA","98","",-7.2508230060339,-35.8854220155627,"004"
"759","762","APRIGIO FERREIRA LEITE","265D","",-7.24365396425128,-35.8820260036737,"004"
"760","763","LUIZA BEZERRA MOTTA","666","",-7.23824797198176,-35.8819150272757,"004"
"761","764","LUIZA BEZERRA MOTTA","MOTIVA","SIM",-7.23841301165521,-35.8822949789464,"004"
"793","796","LUIZA BEZERRA MOTTA","FUNDACAO SUELLEN CAROLINE","",-7.23813598975539,-35.8800649736077,"004"
"794","797","MANOEL CARDOSO PALHANO","FACISA","SIM",-7.24960100837052,-35.8701279759407,"004"
"795","798","MARIA DA GUIA COSTA FIGUEIREDO","101","",-7.24850096739829,-35.8702169917524,"004"
"796","802","CHILE","123","",-7.24458795972169,-35.8747950196266,"004"
"4143","100","FLORIANO PEIXOTO","1054","",-7.21759496256709,-35.8796020410955,"009"
"11440","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"009"
"420","421","TAVARES CAVALCANTE","454 - OPOSTO","",-7.21751902252436,-35.8779509738088,"009"
"421","422","TAVARES CAVALCANTE","599 - OPOSTO","",-7.21780803054571,-35.8767350111157,"009"
"1819","822","CONJUNTO MAJOR VENEZIANO","II","SIM",-7.27089196443558,-35.9364369604737,"009"
"1820","823","CONJUNTO MAJOR VENEZIANO","III","SIM",-7.27153301239014,-35.9361959807575,"009"
"1821","824","PETROPOLES","548","",-7.27179503068328,-35.9321679733694,"009"
"1822","825","PETROPOLES","560","",-7.2716589923948,-35.9320239722729,"009"
"1823","826","PETROPOLES","MINI-BOX DO SOL","",-7.2709649708122,-35.9304749965668,"009"
"1824","827","TRES IRMAS","BAR DO DUDU","",-7.26258901879191,-35.9213959705085,"009"
"96","097","FLORIANO PEIXOTO ","PAGUE FACIL","",-7.21826702356339,-35.8810749929398,"020"
"2472","451","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"020"
"2473","452","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"020"
"2474","453","APRÍGIO VELOSO","UFCG","SIM",-7.21716698259115,-35.9090029913932,"020"
"2475","454","APRÍGIO VELOSO","LAVA-JATO - OPOSTO","",-7.21715499646962,-35.9107529651374,"020"
"5511","457","APRÍGIO VELOSO","CANTINHO UNIVERSITARIO","SIM",-7.21743503585458,-35.9092199988663,"020"
"1468","458","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"020"
"6523","458","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"020"
"1469","459","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"020"
"6524","459","APRÍGIO VELOSO","CABRAL","SIM",-7.21667798236012,-35.9071769937873,"020"
"1470","460","APRÍGIO VELOSO","LUCENA RACOES","SIM",-7.21617003902793,-35.9045879915357,"020"
"6525","460","APRÍGIO VELOSO","LUCENA RACOES","SIM",-7.21617003902793,-35.9045879915357,"020"
"3509","477","MARQUES DO HERVAL","REDEPHARMA","",-7.21829200163484,-35.8851360250264,"020"
"3510","478","MARQUES DO HERVAL","ALUÍSIO CALCADOS","",-7.21811195835471,-35.8851839695126,"020"
"2587","566","RODRIGUES ALVES","CASA DA PIZZA","",-7.22163202241063,-35.8918299805373,"020"
"2617","596","APRIGIO VELOSO","1495 - OPOSTO","SIM",-7.21633600071073,-35.9162049740553,"020"
"2618","597","PORTUGAL","255 - OPOSTO","",-7.21429701894522,-35.9197520278394,"020"
"2643","623","PORTUGAL","55","",-7.21550996415317,-35.9186880290508,"020"
"2644","624","APRIGIO VELOSO","COLEGIO CARMELA VELOSO","SIM",-7.21661696210504,-35.9153269696981,"020"
"2702","682","FLORIPEDES COUTINHO","906","",-7.22265696153045,-35.9216539654881,"020"
"1692","683","FLORIPEDES COUTINHO","420","",-7.22617099061608,-35.9215070307255,"020"
"856","877","JOAQUIM AMORIM JUNIOR","462","",-7.22637701779604,-35.9220400359482,"020"
"857","878","VICENTE GOMES DE ALMEIDA","1192 - OPOSTO","",-7.22533699125051,-35.9259539656341,"020"
"859","880","VICENTE GOMES DE ALMEIDA","735","",-7.22085895948112,-35.9258340205997,"020"
"860","881","VICENTE GOMES DE ALMEIDA","617 - VIZINHO","",-7.21895601600409,-35.9257790353149,"020"
"862","883","ARQUELAU DA COSTA GUIMARAES","150","",-7.21880103461444,-35.9294710122049,"020"
"863","884","PLINIO LEMOS","2230","",-7.21778498031199,-35.9296209644526,"020"
"98","099","FLORIANO PEIXOTO"," 1044","",-7.2176880016923,-35.879819970578,"022"
"5163","109","FLORIANO PEIXOTO"," REAL CLUBE","SIM",-7.22393997944892,-35.8936429861933,"022"
"6175","110","FLORIANO PEIXOTO","HELENO CABELEREIRO","SIM",-7.22647399641573,-35.8990079909563,"022"
"6176","111","FLORIANO PEIXOTO","1640","",-7.2281870059669,-35.9028560388833,"022"
"1128","118"," FLORIANO PEIXOTO","4130","",-7.23834000527859,-35.9261319972575,"022"
"1129","119"," FLORIANO PEIXOTO","BAR SURUBIM - OPOSTO","",-7.23898398689926,-35.9276559948921,"022"
"1130","120"," FLORIANO PEIXOTO"," HOSPITAL DE TRAUMA","SIM",-7.24046599119902,-35.931123001501,"022"
"1132","122"," FLORIANO PEIXOTO ","BAR SURUBIM","",-7.23919403739274,-35.9275939688087,"022"
"1133","123"," FLORIANO PEIXOTO","17","",-7.23852599970996,-35.9260660316795,"022"
"123","124"," FLORIANO PEIXOTO"," 08","SIM",-7.23710300400853,-35.92285098508,"022"
"124","125"," FLORIANO PEIXOTO","14B","SIM",-7.23650101572275,-35.921370992437,"022"
"125","126"," FLORIANO PEIXOTO ","MEGA NORDESTE","SIM",-7.23522101528943,-35.9184489771724,"022"
"126","127"," FLORIANO PEIXOTO ","FAVELA DO PAPELAO","",-7.23350197076797,-35.914534041658,"022"
"127","128"," FLORIANO PEIXOTO ","RHEMA","SIM",-7.23299201577902,-35.9133940190077,"022"
"1139","129"," FLORIANO PEIXOTO","2693","",-7.23217402584851,-35.9115629922599,"022"
"2151","130"," FLORIANO PEIXOTO ","PIZZARELLA - OPOSTO","SIM",-7.23120097070932,-35.9093179833144,"022"
"2152","131"," FLORIANO PEIXOTO ","MULTICAR","SIM",-7.23035297356546,-35.9074270259589,"022"
"2153","132"," FLORIANO PEIXOTO","1819","SIM",-7.22904103808105,-35.9045159909874,"022"
"6198","133"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"022"
"2156","135"," FLORIANO PEIXOTO"," 1359","",-7.2277659829706,-35.9014629665762,"022"
"2157","136"," FLORIANO PEIXOTO ","IGREJA SAO CRISTOVAO","SIM",-7.22669896669686,-35.8990730345249,"022"
"2158","137"," FLORIANO PEIXOTO ","APTA - OPOSTO","SIM",-7.22506399266422,-35.8956040162593,"022"
"2159","138"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"022"
"6218","153","FLORIANO PEIXOTO","1328","",-7.22732802852988,-35.9010329749435,"022"
"8246","159","ALMIRANTE BARROSO","PANIFICADORA RAINHA DO CRUZEIRO","SIM",-7.23853002302349,-35.8987029734999,"022"
"8247","160","ALMIRANTE BARROSO","1408","",-7.24104903638363,-35.9009049832821,"022"
"8248","161","ALMIRANTE BARROSO","1716","",-7.24324903450906,-35.9025540389121,"022"
"2183","162","ALMIRANTE BARROSO","1908","",-7.24415503442288,-35.9040699899197,"022"
"2184","163","ALMIRANTE BARROSO","2248","",-7.24545196630061,-35.9067100379616,"022"
"2185","164","ALMIRANTE BARROSO","2690","",-7.24616099148989,-35.910662021488,"022"
"2186","165","FRANCISCO LOPES DE ALMEIDA"," 242","SIM",-7.24632997065783,-35.9124610293657,"022"
"2187","166","FRANCISCO LOPES DE ALMEIDA ","SAFRA - OPOSTO","SIM",-7.24641202948987,-35.916228024289,"022"
"2188","167","FRANCISCO LOPES DE ALMEIDA","115","",-7.2465209942311,-35.9187900368124,"022"
"2189","168","FRANCISCO LOPES DE ALMEIDA ","POSTO DE SAUDE","",-7.2469649836421,-35.9208929724991,"022"
"2190","169","FRANCISCO LOPES DE ALMEIDA ","LAVA JATO","",-7.24875502288342,-35.9232099819928,"022"
"1580","570"," FLORIANO PEIXOTO"," HOSPITAL DE TRAUMA","SIM",-7.24046599119902,-35.931123001501,"022"
"6636","571"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"022"
"2593","572"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"022"
"2673","653","AVELOZES","64","",-7.24098298698664,-35.924006011337,"022"
"2674","654","PLINIO LEMOS","MATERIAL DE CONSTRUCAO","SIM",-7.23905296996236,-35.9232180286199,"022"
"768","771","DINAMERICA ALVES CORREA","470","",-7.23233101889491,-35.9104839898646,"022"
"769","772","DINAMERICA ALVES CORREA","AUTOESCOLA SANTO ANDRE","SIM",-7.23585896193981,-35.9108579903841,"022"
"770","773","DINAMERICA ALVES CORREA","ARMAZEM DO CIMENTO","SIM",-7.23788604140282,-35.9110670350492,"022"
"771","774","DINAMERICA ALVES CORREA","THERMO INJET","SIM",-7.24011797457933,-35.9112999681383,"022"
"772","775","DINAMERICA ALVES CORREA","ESCOLA JARDIM MARAVILHA","",-7.24165395833552,-35.9114609844983,"022"
"773","776","DINAMERICA ALVES CORREA","JC ROCHA","SIM",-7.24462802521884,-35.9117100108415,"022"
"821","835","TRANQUILINO COELHO LEMOS","500","",-7.23736200481653,-35.9179909899831,"022"
"822","836","JOSE AGOSTINHO DO NASCIMENTO","669 - OPOSTO","",-7.24107996560633,-35.9178260341287,"022"
"823","837","TRANQUILINO COELHO LEMOS","IFPB","SIM",-7.24007899872959,-35.9166829939932,"022"
"824","838","TRANQUILINO COELHO LEMOS","EMPRESA NACIONAL","",-7.23757700063288,-35.9177269600332,"022"
"1739","731","VILA NOVA DA RAINHA","23 - VIZINHO","",-7.2226230148226,-35.8775889594108,"044"
"747","750","VINTE E QUATRO DE MAIO","1869 - OPOSTO","",-7.25426101125777,-35.8857550285757,"044"
"752","755","RITA ALVES RAMOS","772","",-7.25608801469207,-35.8840130176395,"044"
"756","759","ALDERICO PESSOA DE OLIVEIRA","642 - OPOSTO","SIM",-7.24781298078597,-35.8840919751674,"044"
"757","760","HUMBERTO BATISTA LIMA","39","",-7.24568699486554,-35.8824440091848,"044"
"758","761","APRIGIO FERREIRA LEITE","404 - OPOSTO","",-7.24534501321614,-35.8820270095021,"044"
"5","004","BR-230","560","SIM",-7.23794496618211,-35.8661680296063,"055"
"6","007","BR-230","IGREJA PETENCOSTAL","SIM",-7.23889103159308,-35.864332979545,"055"
"7","008","SAO LUIS","154","",-7.24012803286314,-35.86202301085,"055"
"8","009","JOSELITA BRASILEIRO","137 - OPOSTO","",-7.24032903090119,-35.8636940270662,"055"
"9","010","RANULFO GOMES DE ARAUJO","208","",-7.24037404172122,-35.8658070210367,"055"
"5152","098","FLORIANO PEIXOTO ","REDE COMPRAS","",-7.21808304078877,-35.880768969655,"055"
"106","107","ANTONIO JOSE RODRIGUES","292 - OPOSTO","",-7.23278598859906,-35.8652750216424,"055"
"120","121","ANTONIO JOSE RODRIGUES","45","",-7.23111103288829,-35.8667000290006,"055"
"6197","132"," FLORIANO PEIXOTO","1819","SIM",-7.22904103808105,-35.9045159909874,"055"
"133","134","DOM BOSCO","LANCHONETE","",-7.22705704160035,-35.8701650239527,"055"
"6200","135"," FLORIANO PEIXOTO"," 1359","",-7.2277659829706,-35.9014629665762,"055"
"6201","136"," FLORIANO PEIXOTO ","IGREJA SAO CRISTOVAO","SIM",-7.22669896669686,-35.8990730345249,"055"
"6202","137"," FLORIANO PEIXOTO ","APTA - OPOSTO","SIM",-7.22506399266422,-35.8956040162593,"055"
"6203","138"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"055"
"139","140"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"055"
"1151","141","ANTONIO VILARIM","344","",-7.24165697582066,-35.8721249643713,"055"
"1152","142","EUTECIA VITAL RIBEIRO","APAE","SIM",-7.24092699587345,-35.8714069705456,"055"
"2171","150","MININISTRO JOSE AMERICO DE ALMEIDA","141","",-7.21970896236598,-35.8732100017369,"055"
"9306","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"055"
"2233","212","JILO GUEDES ","BORBAO","SIM",-7.21887102350593,-35.8757740259171,"055"
"212","213","JILO GUEDES ","POSTO ALE","SIM",-7.22149196080863,-35.8754059765488,"055"
"1226","216","SEVERINO BEZERRA CABRAL ","ESCOLA NORMAL","",-7.23010897636414,-35.8728869631886,"055"
"1227","217","SEVERINO BEZERRA CABRAL ","ESCOLA NORMAL","SIM",-7.23025700077415,-35.8727790042758,"055"
"1228","218","SEVERINO BEZERRA CABRAL ","AUTO SHOPPING - OPOSTO","SIM",-7.23250301554799,-35.8709580358118,"055"
"1229","219","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"055"
"3262","230","SEVERINO BEZERRA CABRAL ","HOSPITAL MARIANA","SIM",-7.22638506442308,-35.8759453520179,"055"
"327","328","RAIMUNDO NONATO","40","SIM",-7.22574502229691,-35.8681690413505,"055"
"328","329","RAIMUNDO NONATO","213","",-7.22381601110101,-35.8681230247021,"055"
"427","428","TERMINAL RODOVIARIO ARGEMIRO DE FIQUEIREDO","PORTAO DE EMBARQUE","",-7.23823498003185,-35.8702259603888,"055"
"428","429","EUTECIA VITAL RIBEIRO","CEDMEX - OPOSTO","SIM",-7.23944700323045,-35.8725279662758,"055"
"429","430","BASÍLIO DE ARAUJO","RODOVIARIA","",-7.23739000037313,-35.87079199031,"055"
"430","431","OTACÍLIO NEPOMUCENO","PARTAGE","SIM",-7.23633798770607,-35.8710150327533,"055"
"431","432","OTACÍLIO NEPOMUCENO","PARTAGE","SIM",-7.23628803156316,-35.8710580319166,"055"
"432","433","OTACÍLIO NEPOMUCENO","PARTAGE","SIM",-7.23628803156316,-35.8710580319166,"055"
"433","434","OTACÍLIO NEPOMUCENO","CITROEN","SIM",-7.23518597893417,-35.8719399757683,"055"
"2458","437","CAMPO SALES","ABRIGO JOSE PINHEIRO","",-7.22177099436522,-35.873553995043,"055"
"2459","438","MAXIMINIANO MACHADO","298","",-7.22114101052284,-35.8725110348314,"055"
"439","440","INDEPENDÊNCIA","432","",-7.22411298193038,-35.89614498429,"055"
"440","441","INDEPENDÊNCIA","112","",-7.22419302910566,-35.8977750129998,"055"
"6516","451","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"055"
"6517","452","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"055"
"6518","453","APRÍGIO VELOSO","UFCG","SIM",-7.21716698259115,-35.9090029913932,"055"
"6519","454","APRÍGIO VELOSO","LAVA-JATO - OPOSTO","",-7.21715499646962,-35.9107529651374,"055"
"455","456","ABEL COSTA","427","",-7.22043701447546,-35.9086379595101,"055"
"1502","492","VINTE E SETE DE JULHO","569 - OPOSTO","SIM",-7.22289199009538,-35.9117159619927,"055"
"492","493","VINTE E SETE DE JULHO","425 - OPOSTO","",-7.22592598758638,-35.9127620235085,"055"
"547","548","ASSIS CHATEAUBRIAND","300","",-7.23075496964157,-35.889254976064,"055"
"548","549","DUQUE DE CAXIAS","109","",-7.2235659789294,-35.8979330118746,"055"
"549","550","JOSE DE ALENCAR","ESTADUAL DA PRATA","",-7.22170704044402,-35.897802002728,"055"
